hospital_name,address,city,latitude,longitude,specialties,insurers,rating,phone,website
Abu Dhabi Specialty Clinic 30,"Sector 28, Abu Dhabi",Abu Dhabi,24.383731,54.471009,dental|dermatology|ent|pediatrics|physiotherapy,ADNIC|Bupa,4.3,+971-87501519,https://www.abudhabi30.example.com
Abu Dhabi Multicare Hospital 31,"Sector 38, Abu Dhabi",Abu Dhabi,24.425255,54.390638,cardiology|neurology|orthopedics|physiotherapy,ADNIC|AXA|National Life,4.7,+971-15832798,https://www.abudhabi31.example.com
Abu Dhabi Specialty Clinic 32,"Sector 18, Abu Dhabi",Abu Dhabi,24.442141,54.288882,cardiology|ent|orthopedics|pediatrics|physiotherapy,National Life|Oman Insurance,4.8,+971-16797306,https://www.abudhabi32.example.com
Abu Dhabi Multicare Hospital 33,"Sector 44, Abu Dhabi",Abu Dhabi,24.484295,54.402077,cardiology|dermatology|ophthalmology,Daman|MetLife|Oman Insurance,4.3,+971-82938576,https://www.abudhabi33.example.com
Abu Dhabi Specialty Clinic 34,"Sector 117, Abu Dhabi",Abu Dhabi,24.381245,54.282097,dermatology|ophthalmology|orthopedics|pediatrics,AXA|Oman Insurance,4.5,+971-10993369,https://www.abudhabi34.example.com
Abu Dhabi Multicare Hospital 35,"Sector 5, Abu Dhabi",Abu Dhabi,24.480233,54.416344,dermatology|neurology|orthopedics|physiotherapy,Daman|Oman Insurance,4.1,+971-66697443,https://www.abudhabi35.example.com
Abu Dhabi Specialty Clinic 36,"Sector 8, Abu Dhabi",Abu Dhabi,24.377213,54.389986,dental|ent|pediatrics,AXA|Oman Insurance,3.9,+971-31779321,https://www.abudhabi36.example.com
Abu Dhabi Multicare Hospital 37,"Sector 116, Abu Dhabi",Abu Dhabi,24.459817,54.4398,dental|dermatology|ent|orthopedics|physiotherapy,Bupa|Oman Insurance,3.8,+971-35238469,https://www.abudhabi37.example.com
Abu Dhabi Specialty Clinic 38,"Sector 25, Abu Dhabi",Abu Dhabi,24.396479,54.306145,cardiology|dental|neurology|orthopedics|pediatrics,AXA|Bupa|Oman Insurance,4.6,+971-18095803,https://www.abudhabi38.example.com
Abu Dhabi Multicare Hospital 39,"Sector 21, Abu Dhabi",Abu Dhabi,24.461716,54.406484,dental|oncology|pediatrics,MetLife|National Life,4.6,+971-80188553,https://www.abudhabi39.example.com
Abu Dhabi Specialty Clinic 40,"Sector 47, Abu Dhabi",Abu Dhabi,24.5111,54.432973,dermatology|oncology|ophthalmology,Daman|MetLife,4.5,+971-16372580,https://www.abudhabi40.example.com
Abu Dhabi Multicare Hospital 41,"Sector 6, Abu Dhabi",Abu Dhabi,24.552236,54.379671,dermatology|ophthalmology|pediatrics,Bupa|MetLife|Oman Insurance,4.1,+971-76216221,https://www.abudhabi41.example.com
Abu Dhabi Specialty Clinic 42,"Sector 97, Abu Dhabi",Abu Dhabi,24.418074,54.347829,dental|dermatology|neurology,AXA|Bupa|National Life,4.3,+971-25416303,https://www.abudhabi42.example.com
Abu Dhabi Multicare Hospital 43,"Sector 14, Abu Dhabi",Abu Dhabi,24.5143,54.463313,cardiology|dental|ent|neurology|oncology,ADNIC|Bupa,4.9,+971-48419380,https://www.abudhabi43.example.com
Abu Dhabi Specialty Clinic 44,"Sector 3, Abu Dhabi",Abu Dhabi,24.393994,54.278654,cardiology|dermatology|ophthalmology|pediatrics,Bupa|Daman,4.1,+971-53232141,https://www.abudhabi44.example.com
Abu Dhabi Multicare Hospital 45,"Sector 27, Abu Dhabi",Abu Dhabi,24.404986,54.463703,dental|neurology|orthopedics|pediatrics,AXA|National Life|Oman Insurance,4.0,+971-52475318,https://www.abudhabi45.example.com
Abu Dhabi Specialty Clinic 46,"Sector 45, Abu Dhabi",Abu Dhabi,24.461579,54.347557,dental|dermatology|neurology|ophthalmology|pediatrics,ADNIC|Bupa|MetLife,4.3,+971-23483892,https://www.abudhabi46.example.com
Abu Dhabi Multicare Hospital 47,"Sector 41, Abu Dhabi",Abu Dhabi,24.548472,54.459332,ent|oncology|ophthalmology|physiotherapy,ADNIC|Bupa|MetLife,4.1,+971-71290169,https://www.abudhabi47.example.com
Abu Dhabi Specialty Clinic 48,"Sector 36, Abu Dhabi",Abu Dhabi,24.439272,54.430303,ent|neurology|oncology|orthopedics|pediatrics,ADNIC|Bupa|Oman Insurance,4.2,+971-05481741,https://www.abudhabi48.example.com
Abu Dhabi Multicare Hospital 49,"Sector 60, Abu Dhabi",Abu Dhabi,24.381543,54.418446,cardiology|neurology|ophthalmology|pediatrics,Bupa|Daman|MetLife,4.1,+971-65730625,https://www.abudhabi49.example.com
Abu Dhabi Specialty Clinic 50,"Sector 38, Abu Dhabi",Abu Dhabi,24.385981,54.425589,ent|neurology|ophthalmology,AXA|MetLife,4.1,+971-79684937,https://www.abudhabi50.example.com
Dubai Multicare Hospital 1,"Sector 32, Dubai",Dubai,25.168688,55.330873,dermatology|ent|neurology|oncology|physiotherapy,ADNIC|Bupa,4.7,+971-65854960,https://www.dubai1.example.com
Dubai Specialty Clinic 2,"Sector 30, Dubai",Dubai,25.17724,55.146891,cardiology|dental|physiotherapy,AXA|Bupa,4.4,+971-15500929,https://www.dubai2.example.com
Dubai Multicare Hospital 3,"Sector 36, Dubai",Dubai,25.162656,55.253601,cardiology|dental|orthopedics|pediatrics,AXA|Bupa|Oman Insurance,4.8,+971-29790112,https://www.dubai3.example.com
Dubai Specialty Clinic 4,"Sector 93, Dubai",Dubai,25.325681,55.353511,dental|oncology|ophthalmology|orthopedics|physiotherapy,Bupa|Oman Insurance,4.8,+971-00082498,https://www.dubai4.example.com
Dubai Multicare Hospital 5,"Sector 56, Dubai",Dubai,25.254282,55.334926,dental|neurology|pediatrics,Bupa|Daman,4.8,+971-24871217,https://www.dubai5.example.com
Dubai Specialty Clinic 6,"Sector 57, Dubai",Dubai,25.189897,55.326999,dermatology|neurology|oncology|ophthalmology|physiotherapy,National Life|Oman Insurance,4.0,+971-57633910,https://www.dubai6.example.com
Dubai Multicare Hospital 7,"Sector 98, Dubai",Dubai,25.282973,55.187825,oncology|pediatrics|physiotherapy,National Life|Oman Insurance,4.5,+971-68590624,https://www.dubai7.example.com
Dubai Specialty Clinic 8,"Sector 101, Dubai",Dubai,25.247185,55.289355,dental|ent|orthopedics,Daman|MetLife|Oman Insurance,3.9,+971-11296105,https://www.dubai8.example.com
Dubai Multicare Hospital 9,"Sector 67, Dubai",Dubai,25.323073,55.302582,dermatology|neurology|oncology|orthopedics,ADNIC|AXA|Daman,4.0,+971-39430704,https://www.dubai9.example.com
Dubai Specialty Clinic 10,"Sector 5, Dubai",Dubai,25.18682,55.300166,dermatology|neurology|oncology|orthopedics,Bupa|MetLife|Oman Insurance,4.9,+971-39220234,https://www.dubai10.example.com
Dubai Multicare Hospital 11,"Sector 48, Dubai",Dubai,25.222846,55.356313,oncology|orthopedics|pediatrics,Bupa|Daman|Oman Insurance,4.2,+971-28321983,https://www.dubai11.example.com
Dubai Specialty Clinic 12,"Sector 11, Dubai",Dubai,25.261805,55.282683,cardiology|dermatology|oncology|ophthalmology,ADNIC|MetLife|National Life,4.4,+971-16517644,https://www.dubai12.example.com
Dubai Multicare Hospital 13,"Sector 89, Dubai",Dubai,25.213311,55.241744,dental|ent|pediatrics,ADNIC|Bupa|Oman Insurance,3.8,+971-06753527,https://www.dubai13.example.com
Dubai Specialty Clinic 14,"Sector 66, Dubai",Dubai,25.268809,55.288709,cardiology|dental|neurology|pediatrics,ADNIC|AXA|National Life,4.6,+971-67467822,https://www.dubai14.example.com
Dubai Multicare Hospital 15,"Sector 8, Dubai",Dubai,25.220403,55.275267,cardiology|dental|dermatology|ophthalmology|physiotherapy,Bupa|Daman|National Life,3.9,+971-91315793,https://www.dubai15.example.com
Dubai Specialty Clinic 16,"Sector 37, Dubai",Dubai,25.271394,55.119211,cardiology|dental|neurology|ophthalmology,ADNIC|AXA|Oman Insurance,4.7,+971-15776516,https://www.dubai16.example.com
Dubai Multicare Hospital 17,"Sector 62, Dubai",Dubai,25.250804,55.360447,cardiology|dental|neurology,Bupa|MetLife,4.3,+971-85812709,https://www.dubai17.example.com
Dubai Specialty Clinic 18,"Sector 39, Dubai",Dubai,25.226086,55.155637,neurology|ophthalmology|pediatrics,ADNIC|MetLife|National Life,4.2,+971-21663870,https://www.dubai18.example.com
Dubai Multicare Hospital 19,"Sector 77, Dubai",Dubai,25.207121,55.351134,dental|ent|physiotherapy,Daman|National Life,4.3,+971-51557678,https://www.dubai19.example.com
Dubai Specialty Clinic 20,"Sector 10, Dubai",Dubai,25.167341,55.318638,dental|dermatology|ent|neurology|physiotherapy,ADNIC|AXA|MetLife,4.5,+971-03305300,https://www.dubai20.example.com
Dubai Multicare Hospital 21,"Sector 58, Dubai",Dubai,25.166176,55.255165,cardiology|ophthalmology|orthopedics|pediatrics,AXA|Oman Insurance,4.6,+971-06114460,https://www.dubai21.example.com
Dubai Specialty Clinic 22,"Sector 73, Dubai",Dubai,25.335073,55.284032,dental|ent|oncology|physiotherapy,National Life|Oman Insurance,4.1,+971-08877079,https://www.dubai22.example.com
Dubai Multicare Hospital 23,"Sector 43, Dubai",Dubai,25.28205,55.234062,ent|neurology|ophthalmology|orthopedics|physiotherapy,ADNIC|Bupa|National Life,3.9,+971-02270421,https://www.dubai23.example.com
Dubai Specialty Clinic 24,"Sector 28, Dubai",Dubai,25.232119,55.2825,dental|dermatology|neurology|oncology|pediatrics,MetLife|Oman Insurance,4.9,+971-39083629,https://www.dubai24.example.com
Dubai Multicare Hospital 25,"Sector 56, Dubai",Dubai,25.16669,55.244677,ent|neurology|ophthalmology|pediatrics|physiotherapy,AXA|Oman Insurance,4.0,+971-75989379,https://www.dubai25.example.com
Dubai Specialty Clinic 26,"Sector 67, Dubai",Dubai,25.174771,55.218724,dental|ent|neurology|ophthalmology,Daman|Oman Insurance,4.1,+971-60581294,https://www.dubai26.example.com
Dubai Multicare Hospital 27,"Sector 86, Dubai",Dubai,25.270913,55.255336,ent|oncology|physiotherapy,ADNIC|Bupa,3.8,+971-63142576,https://www.dubai27.example.com
Dubai Specialty Clinic 28,"Sector 10, Dubai",Dubai,25.164725,55.37002,dental|ent|ophthalmology,Bupa|Oman Insurance,4.0,+971-10726975,https://www.dubai28.example.com
Dubai Multicare Hospital 29,"Sector 103, Dubai",Dubai,25.278753,55.249515,cardiology|ent|ophthalmology|orthopedics|physiotherapy,ADNIC|AXA|Bupa,4.2,+971-40552700,https://www.dubai29.example.com
Dubai Specialty Clinic 30,"Sector 38, Dubai",Dubai,25.140784,55.282589,cardiology|dental|orthopedics,National Life|Oman Insurance,3.9,+971-68194935,https://www.dubai30.example.com
Dubai Multicare Hospital 31,"Sector 18, Dubai",Dubai,25.229314,55.212116,cardiology|dental|oncology,Daman|MetLife,3.9,+971-70610235,https://www.dubai31.example.com
Dubai Specialty Clinic 32,"Sector 112, Dubai",Dubai,25.267359,55.347664,cardiology|dental|ent|neurology|pediatrics,Bupa|Daman|National Life,4.1,+971-61767269,https://www.dubai32.example.com
Dubai Multicare Hospital 33,"Sector 30, Dubai",Dubai,25.142658,55.212018,cardiology|dermatology|orthopedics|physiotherapy,ADNIC|Bupa|Oman Insurance,4.2,+971-65917984,https://www.dubai33.example.com
Dubai Specialty Clinic 34,"Sector 63, Dubai",Dubai,25.197018,55.282927,dental|ent|ophthalmology|pediatrics|physiotherapy,Bupa|Daman|MetLife,4.2,+971-69286010,https://www.dubai34.example.com
Dubai Multicare Hospital 35,"Sector 74, Dubai",Dubai,25.15272,55.233525,cardiology|dental|ent|oncology|physiotherapy,ADNIC|Bupa|Oman Insurance,4.6,+971-68823192,https://www.dubai35.example.com
Dubai Specialty Clinic 36,"Sector 86, Dubai",Dubai,25.239191,55.24029,ent|pediatrics|physiotherapy,AXA|Bupa|MetLife,3.8,+971-95893651,https://www.dubai36.example.com
Dubai Multicare Hospital 37,"Sector 79, Dubai",Dubai,25.207923,55.228044,cardiology|dental|orthopedics|pediatrics|physiotherapy,ADNIC|AXA,4.8,+971-35469634,https://www.dubai37.example.com
Dubai Specialty Clinic 38,"Sector 47, Dubai",Dubai,25.198245,55.376414,cardiology|ent|neurology|oncology,ADNIC|Oman Insurance,4.5,+971-45326153,https://www.dubai38.example.com
Dubai Multicare Hospital 39,"Sector 19, Dubai",Dubai,25.150626,55.225848,dental|oncology|pediatrics|physiotherapy,MetLife|National Life,3.8,+971-19896329,https://www.dubai39.example.com
Dubai Specialty Clinic 40,"Sector 57, Dubai",Dubai,25.237515,55.337438,cardiology|ent|ophthalmology,AXA|Bupa|National Life,4.7,+971-64369100,https://www.dubai40.example.com
Dubai Multicare Hospital 41,"Sector 47, Dubai",Dubai,25.128841,55.268662,cardiology|ent|pediatrics,Bupa|MetLife|National Life,4.0,+971-05101535,https://www.dubai41.example.com
Dubai Specialty Clinic 42,"Sector 97, Dubai",Dubai,25.241755,55.267487,cardiology|orthopedics|physiotherapy,AXA|MetLife|Oman Insurance,4.3,+971-17898981,https://www.dubai42.example.com
Dubai Multicare Hospital 43,"Sector 66, Dubai",Dubai,25.201443,55.344213,cardiology|ent|pediatrics,ADNIC|AXA|Daman,4.4,+971-94171957,https://www.dubai43.example.com
Dubai Specialty Clinic 44,"Sector 61, Dubai",Dubai,25.252428,55.312731,dermatology|neurology|oncology,AXA|National Life|Oman Insurance,4.3,+971-50660851,https://www.dubai44.example.com
Dubai Multicare Hospital 45,"Sector 87, Dubai",Dubai,25.241699,55.252001,dental|dermatology|ent|ophthalmology|orthopedics,AXA|Daman|Oman Insurance,4.4,+971-58514876,https://www.dubai45.example.com
Dubai Specialty Clinic 46,"Sector 96, Dubai",Dubai,25.143596,55.267071,cardiology|dental|ent|oncology|orthopedics,Bupa|MetLife|National Life,4.2,+971-35720224,https://www.dubai46.example.com
Dubai Multicare Hospital 47,"Sector 109, Dubai",Dubai,25.298424,55.312792,dental|ent|pediatrics,AXA|Oman Insurance,4.7,+971-27379929,https://www.dubai47.example.com
Dubai Specialty Clinic 48,"Sector 9, Dubai",Dubai,25.147662,55.2134,cardiology|dental|dermatology|ent|pediatrics,Bupa|Daman,4.5,+971-09027735,https://www.dubai48.example.com
Dubai Multicare Hospital 49,"Sector 12, Dubai",Dubai,25.259433,55.315549,cardiology|dental|neurology|oncology|orthopedics,ADNIC|MetLife|National Life,4.6,+971-95866189,https://www.dubai49.example.com
Dubai Specialty Clinic 50,"Sector 97, Dubai",Dubai,25.197166,55.350871,dental|dermatology|ent|pediatrics,Bupa|MetLife|National Life,4.3,+971-39568965,https://www.dubai50.example.com
Sharjah Multicare Hospital 1,"Sector 74, Sharjah",Sharjah,25.330258,55.399493,cardiology|oncology|ophthalmology|orthopedics,ADNIC|Daman|National Life,4.0,+971-93061827,https://www.sharjah1.example.com
Sharjah Specialty Clinic 2,"Sector 50, Sharjah",Sharjah,25.406078,55.387169,cardiology|neurology|oncology|ophthalmology|physiotherapy,National Life|Oman Insurance,4.3,+971-83513194,https://www.sharjah2.example.com
Sharjah Multicare Hospital 3,"Sector 58, Sharjah",Sharjah,25.378505,55.360047,cardiology|dental|oncology|pediatrics,ADNIC|Bupa|National Life,4.7,+971-56854604,https://www.sharjah3.example.com
Sharjah Specialty Clinic 4,"Sector 117, Sharjah",Sharjah,25.453952,55.371133,cardiology|dermatology|ophthalmology|pediatrics,Daman|MetLife,4.1,+971-17515986,https://www.sharjah4.example.com
Sharjah Multicare Hospital 5,"Sector 16, Sharjah",Sharjah,25.264052,55.525375,dental|ent|ophthalmology|orthopedics|pediatrics,Bupa|Oman Insurance,4.4,+971-96229255,https://www.sharjah5.example.com
Sharjah Specialty Clinic 6,"Sector 8, Sharjah",Sharjah,25.187951,55.543692,cardiology|dental|dermatology|ophthalmology|pediatrics,National Life|Oman Insurance,3.9,+971-66518570,https://www.sharjah6.example.com
Sharjah Multicare Hospital 7,"Sector 107, Sharjah",Sharjah,25.324039,55.428791,neurology|ophthalmology|pediatrics|physiotherapy,ADNIC|AXA|MetLife,4.9,+971-48118278,https://www.sharjah7.example.com
Sharjah Specialty Clinic 8,"Sector 97, Sharjah",Sharjah,25.32677,55.417061,cardiology|neurology|ophthalmology|orthopedics,ADNIC|Bupa|Daman,3.9,+971-18622649,https://www.sharjah8.example.com
Sharjah Multicare Hospital 9,"Sector 44, Sharjah",Sharjah,25.348744,55.423962,oncology|orthopedics|pediatrics,AXA|MetLife|National Life,4.8,+971-04921275,https://www.sharjah9.example.com
Sharjah Specialty Clinic 10,"Sector 54, Sharjah",Sharjah,25.373475,55.271773,cardiology|dental|ent|oncology,AXA|National Life,4.6,+971-16048661,https://www.sharjah10.example.com
Sharjah Multicare Hospital 11,"Sector 48, Sharjah",Sharjah,25.336382,55.321026,dental|neurology|oncology|orthopedics|physiotherapy,ADNIC|Oman Insurance,4.5,+971-81891858,https://www.sharjah11.example.com
Sharjah Specialty Clinic 12,"Sector 75, Sharjah",Sharjah,25.32929,55.409044,cardiology|oncology|ophthalmology|orthopedics,ADNIC|AXA|National Life,4.8,+971-38018126,https://www.sharjah12.example.com
Sharjah Multicare Hospital 13,"Sector 115, Sharjah",Sharjah,25.430559,55.394658,dermatology|ent|ophthalmology,ADNIC|Bupa,4.0,+971-99831738,https://www.sharjah13.example.com
Sharjah Specialty Clinic 14,"Sector 40, Sharjah",Sharjah,25.260411,55.509428,dental|ophthalmology|pediatrics,ADNIC|MetLife,4.9,+971-98728424,https://www.sharjah14.example.com
Sharjah Multicare Hospital 15,"Sector 74, Sharjah",Sharjah,25.457101,55.420941,cardiology|dermatology|ent,AXA|Bupa|Oman Insurance,4.2,+971-01896965,https://www.sharjah15.example.com
Sharjah Specialty Clinic 16,"Sector 75, Sharjah",Sharjah,25.292555,55.398473,cardiology|dental|ent|neurology,ADNIC|AXA|MetLife,4.7,+971-02536208,https://www.sharjah16.example.com
Sharjah Multicare Hospital 17,"Sector 51, Sharjah",Sharjah,25.331861,55.448601,dermatology|ent|neurology|oncology,MetLife|National Life|Oman Insurance,4.2,+971-60792125,https://www.sharjah17.example.com
Sharjah Specialty Clinic 18,"Sector 48, Sharjah",Sharjah,25.345524,55.413117,cardiology|dental|pediatrics,AXA|Bupa,4.5,+971-32257605,https://www.sharjah18.example.com
Sharjah Multicare Hospital 19,"Sector 33, Sharjah",Sharjah,25.375443,55.479418,dental|ent|oncology|ophthalmology,AXA|Daman|MetLife,4.6,+971-07361151,https://www.sharjah19.example.com
Sharjah Specialty Clinic 20,"Sector 8, Sharjah",Sharjah,25.403877,55.507783,cardiology|dermatology|neurology|oncology|orthopedics,ADNIC|AXA|National Life,4.3,+971-68575104,https://www.sharjah20.example.com
Sharjah Multicare Hospital 21,"Sector 93, Sharjah",Sharjah,25.400115,55.52277,cardiology|dermatology|neurology,MetLife|Oman Insurance,4.6,+971-06844328,https://www.sharjah21.example.com
Sharjah Specialty Clinic 22,"Sector 42, Sharjah",Sharjah,25.303222,55.57929,cardiology|neurology|pediatrics,Bupa|MetLife,4.3,+971-73310986,https://www.sharjah22.example.com
Sharjah Multicare Hospital 23,"Sector 77, Sharjah",Sharjah,25.414021,55.394091,dermatology|ophthalmology|orthopedics,ADNIC|Daman|MetLife,4.3,+971-96755903,https://www.sharjah23.example.com
Sharjah Specialty Clinic 24,"Sector 78, Sharjah",Sharjah,25.36189,55.387244,cardiology|dental|neurology,ADNIC|AXA|Bupa,4.0,+971-86253289,https://www.sharjah24.example.com
Sharjah Multicare Hospital 25,"Sector 17, Sharjah",Sharjah,25.338175,55.40136,cardiology|dental|orthopedics|pediatrics,MetLife|National Life,4.7,+971-54020445,https://www.sharjah25.example.com
Sharjah Specialty Clinic 26,"Sector 65, Sharjah",Sharjah,25.346726,55.401425,dental|dermatology|oncology|ophthalmology,Daman|National Life|Oman Insurance,4.1,+971-45583054,https://www.sharjah26.example.com
Sharjah Multicare Hospital 27,"Sector 6, Sharjah",Sharjah,25.417335,55.394487,dermatology|oncology|ophthalmology,AXA|Oman Insurance,4.4,+971-90656922,https://www.sharjah27.example.com
Sharjah Specialty Clinic 28,"Sector 41, Sharjah",Sharjah,25.325737,55.401104,cardiology|ophthalmology|orthopedics,Daman|National Life,4.6,+971-40092927,https://www.sharjah28.example.com
Sharjah Multicare Hospital 29,"Sector 62, Sharjah",Sharjah,25.387117,55.570705,neurology|oncology|ophthalmology|pediatrics|physiotherapy,MetLife|Oman Insurance,4.6,+971-45877700,https://www.sharjah29.example.com
Sharjah Specialty Clinic 30,"Sector 96, Sharjah",Sharjah,25.376879,55.394872,oncology|ophthalmology|physiotherapy,Bupa|Daman|National Life,4.4,+971-01934108,https://www.sharjah30.example.com
Sharjah Multicare Hospital 31,"Sector 47, Sharjah",Sharjah,25.346338,55.410406,cardiology|dermatology|oncology|ophthalmology|orthopedics,ADNIC|MetLife|National Life,4.2,+971-92000720,https://www.sharjah31.example.com
Sharjah Specialty Clinic 32,"Sector 52, Sharjah",Sharjah,25.325054,55.480809,cardiology|ent|physiotherapy,ADNIC|MetLife,4.2,+971-36899609,https://www.sharjah32.example.com
Sharjah Multicare Hospital 33,"Sector 67, Sharjah",Sharjah,25.342172,55.402819,ent|pediatrics|physiotherapy,ADNIC|Daman,4.0,+971-37198660,https://www.sharjah33.example.com
Sharjah Specialty Clinic 34,"Sector 84, Sharjah",Sharjah,25.356112,55.49357,cardiology|ent|oncology|ophthalmology|pediatrics,ADNIC|Daman|National Life,4.5,+971-27625344,https://www.sharjah34.example.com
Sharjah Multicare Hospital 35,"Sector 11, Sharjah",Sharjah,25.375361,55.446511,cardiology|dental|oncology|ophthalmology|orthopedics,ADNIC|National Life|Oman Insurance,4.4,+971-79726695,https://www.sharjah35.example.com
Sharjah Specialty Clinic 36,"Sector 41, Sharjah",Sharjah,25.254978,55.432463,dental|dermatology|orthopedics|pediatrics,ADNIC|Bupa|National Life,4.9,+971-42109157,https://www.sharjah36.example.com
Sharjah Multicare Hospital 37,"Sector 57, Sharjah",Sharjah,25.338003,55.2977,cardiology|neurology|ophthalmology|orthopedics|pediatrics,ADNIC|Daman|Oman Insurance,4.7,+971-14541637,https://www.sharjah37.example.com
Sharjah Specialty Clinic 38,"Sector 26, Sharjah",Sharjah,25.264412,55.372987,cardiology|dental|dermatology|physiotherapy,Bupa|MetLife|National Life,4.2,+971-77475486,https://www.sharjah38.example.com
Sharjah Multicare Hospital 39,"Sector 56, Sharjah",Sharjah,25.200117,55.383226,dermatology|pediatrics|physiotherapy,AXA|National Life|Oman Insurance,4.8,+971-11041322,https://www.sharjah39.example.com
Sharjah Specialty Clinic 40,"Sector 110, Sharjah",Sharjah,25.437358,55.531187,cardiology|dental|neurology|physiotherapy,Bupa|National Life,4.1,+971-83921429,https://www.sharjah40.example.com
Sharjah Multicare Hospital 41,"Sector 65, Sharjah",Sharjah,25.30255,55.478122,neurology|ophthalmology|orthopedics|physiotherapy,Bupa|Daman,4.4,+971-11451469,https://www.sharjah41.example.com
Sharjah Specialty Clinic 42,"Sector 23, Sharjah",Sharjah,25.323888,55.477363,cardiology|neurology|ophthalmology|orthopedics,Daman|MetLife,4.6,+971-23450394,https://www.sharjah42.example.com
Sharjah Multicare Hospital 43,"Sector 109, Sharjah",Sharjah,25.345617,55.428436,dental|oncology|orthopedics,ADNIC|MetLife|National Life,4.8,+971-84535724,https://www.sharjah43.example.com
Sharjah Specialty Clinic 44,"Sector 58, Sharjah",Sharjah,25.31236,55.247935,dental|dermatology|neurology|physiotherapy,Bupa|MetLife,3.9,+971-25295317,https://www.sharjah44.example.com
Sharjah Multicare Hospital 45,"Sector 98, Sharjah",Sharjah,25.29193,55.318663,cardiology|ophthalmology|orthopedics,ADNIC|Bupa,3.9,+971-19341906,https://www.sharjah45.example.com
Sharjah Specialty Clinic 46,"Sector 91, Sharjah",Sharjah,25.303522,55.441202,dermatology|ent|orthopedics|pediatrics|physiotherapy,ADNIC|MetLife|Oman Insurance,3.8,+971-72167098,https://www.sharjah46.example.com
Sharjah Multicare Hospital 47,"Sector 68, Sharjah",Sharjah,25.366911,55.43954,ent|neurology|oncology|pediatrics,ADNIC|AXA|National Life,4.0,+971-65436440,https://www.sharjah47.example.com
Sharjah Specialty Clinic 48,"Sector 30, Sharjah",Sharjah,25.408256,55.415039,oncology|ophthalmology|pediatrics,Daman|National Life|Oman Insurance,3.8,+971-98649995,https://www.sharjah48.example.com
Sharjah Multicare Hospital 49,"Sector 21, Sharjah",Sharjah,25.418614,55.36326,dental|orthopedics|physiotherapy,ADNIC|MetLife,3.8,+971-31070039,https://www.sharjah49.example.com
Sharjah Specialty Clinic 50,"Sector 57, Sharjah",Sharjah,25.349793,55.321185,cardiology|dental|physiotherapy,Daman|National Life,4.8,+971-20029428,https://www.sharjah50.example.com
Ajman Multicare Hospital 1,"Sector 109, Ajman",Ajman,25.496553,55.490538,cardiology|oncology|ophthalmology|physiotherapy,AXA|National Life,4.7,+971-12276599,https://www.ajman1.example.com
Ajman Specialty Clinic 2,"Sector 62, Ajman",Ajman,25.406872,55.4878,dermatology|oncology|ophthalmology|orthopedics|physiotherapy,ADNIC|AXA|Oman Insurance,4.7,+971-83274198,https://www.ajman2.example.com
Ajman Multicare Hospital 3,"Sector 30, Ajman",Ajman,25.359643,55.536708,dental|ent|oncology|ophthalmology|pediatrics,AXA|Daman|Oman Insurance,4.0,+971-09651160,https://www.ajman3.example.com
Ajman Specialty Clinic 4,"Sector 54, Ajman",Ajman,25.462336,55.525496,cardiology|ent|ophthalmology|pediatrics|physiotherapy,Bupa|MetLife,4.2,+971-36381563,https://www.ajman4.example.com
Ajman Multicare Hospital 5,"Sector 79, Ajman",Ajman,25.385897,55.498958,ophthalmology|pediatrics|physiotherapy,ADNIC|Daman|Oman Insurance,4.4,+971-90368266,https://www.ajman5.example.com
Ajman Specialty Clinic 6,"Sector 102, Ajman",Ajman,25.380463,55.524712,dermatology|ent|pediatrics,Daman|MetLife,4.0,+971-06713967,https://www.ajman6.example.com
Ajman Multicare Hospital 7,"Sector 69, Ajman",Ajman,25.364912,55.472924,cardiology|dental|dermatology|neurology,AXA|Bupa,3.9,+971-50370208,https://www.ajman7.example.com
Ajman Specialty Clinic 8,"Sector 90, Ajman",Ajman,25.371789,55.4823,cardiology|dermatology|ophthalmology|pediatrics,ADNIC|AXA,4.5,+971-79087522,https://www.ajman8.example.com
Ajman Multicare Hospital 9,"Sector 71, Ajman",Ajman,25.412255,55.411361,cardiology|ent|oncology,ADNIC|MetLife|Oman Insurance,4.3,+971-66056551,https://www.ajman9.example.com
Ajman Specialty Clinic 10,"Sector 79, Ajman",Ajman,25.419019,55.561225,ent|neurology|ophthalmology,ADNIC|AXA|Bupa,4.1,+971-99160552,https://www.ajman10.example.com
Ajman Multicare Hospital 11,"Sector 13, Ajman",Ajman,25.57237,55.425966,cardiology|dental|physiotherapy,Bupa|Daman|Oman Insurance,4.8,+971-54614928,https://www.ajman11.example.com
Ajman Specialty Clinic 12,"Sector 3, Ajman",Ajman,25.39232,55.439335,neurology|oncology|pediatrics,Daman|MetLife,4.5,+971-02260853,https://www.ajman12.example.com
Ajman Multicare Hospital 13,"Sector 82, Ajman",Ajman,25.398972,55.490565,dermatology|ent|ophthalmology|physiotherapy,ADNIC|Daman|MetLife,4.2,+971-02949495,https://www.ajman13.example.com
Ajman Specialty Clinic 14,"Sector 5, Ajman",Ajman,25.386855,55.504747,dental|neurology|oncology|ophthalmology,Bupa|Daman,4.7,+971-77046547,https://www.ajman14.example.com
Ajman Multicare Hospital 15,"Sector 93, Ajman",Ajman,25.393713,55.584149,cardiology|ent|physiotherapy,ADNIC|Oman Insurance,3.9,+971-40888792,https://www.ajman15.example.com
